Busla County Advocate,Embu,Embu County
Ashioya & Co. Advocates ,Embu,Embu County
Erick Jumba Advocate ,Embu,Embu County
"Bogonko, Otanga & Co. Advocates Advocate",Embu,Embu County
Gacheche Wa Miano Advocate ,Embu,Embu County
"J. P, Makokha Advocate",Embu,Embu County
Collins Arlo Odhlambo Advocate,Embu,Embu County
J. V. Juma Advocate ,Embu,Embu County
Betty Maloba Advocate,Embu,Embu County
Manwari & Co. Advocates ,Embu,Embu County
Obwoge- Onsongo & Co. Advocates ,Embu,Embu County
Wanyama & Co. Advocates ,Embu,Embu County
Akwala & Co. Advocates ,Kakamega,Kakamega County
Amasakha & Co. Advocates ,Kakamega,Kakamega County
D. S. G. Mango & Co. Advocates ,Kakamega,Kakamega County
Andia & Co. Advocates ,Kakamega,Kakamega County
E.k Owinyi & Co. Advocates ,Kakamega,Kakamega County
J. B Shilenje & Co. Advocates ,Kakamega,Kakamega County
J. J. Mukavale & Co. Advocates ,Kakamega,Kakamega County
J. I. Khayumbi & Co. Advocates ,Kakamega,Kakamega County
K. S. Ombaye & Co. Advocates ,Kakamega,Kakamega County
Kweyu & Co. Advocates ,Kakamega,Kakamega County
M.kiveu & Co. Advocates ,Kakamega,Kakamega County
"Momanyi, Manyoni & Co. Advocates ",Kakamega,Kakamega County
Mukele & Co. Advocates ,Kakamega,Kakamega County
Nyikuli Olanda Joshua Advocate,Kakamega,Kakamega County
Onsando Getanda & Co. Advocates ,Kakamega,Kakamega County
Phoebe Munihu Muleshe & Co. Advocates ,Kakamega,Kakamega County
Susy Ekesa Rauto Advocate,Kakamega,Kakamega County
Shitsama & Co. Advocates ,Kakamega,Kakamega County
Wafula Wawire & Co. Advocates ,Kakamega,Kakamega County
C. M. Anyona & Co. Advocates ,Kakamega,Kakamega County
C. M. Mwebi & Co. Advocates ,Kakamega,Kakamega County
Otinga Ochume & Co. Advocates ,Kakamega,Kakamega County
J. M. Migosi & Co. Advocates ,Kakamega,Kakamega County
Mukisu & Co. Advocates ,Kakamega,Kakamega County
James W. Namatsi Advocate,Kakamega,Kakamega County
Gregory J. Ombito Advocate,Bungoma,Bungoma County
Annet Nyukuri Advocate,Bungoma,Bungoma County
Tsimonjero E. Advocate,Bungoma,Bungoma County
Noah Ateya Advocate,Bungoma,Bungoma County
C. K. A Reba & Co. Advocates ,Bungoma,Bungoma County
C. M. Mwebi & Co. Advocates ,Bungoma,Bungoma County
Elizabeth Chunge Advocate ,Bungoma,Bungoma County
Peninah Imweneh Advocate ,Bungoma,Bungoma County
J.o. Makali & Co. Advocates ,Bungoma,Bungoma County
J.s. Khakula & Company Advocates Advocate,Bungoma,Bungoma County
J. W. Sichangi & Co. Advocates ,Bungoma,Bungoma County
Lucy Nanzushi & Co. Advocates ,Bungoma,Bungoma County
Kassim Sifuma & Co. Associates Advocate,Bungoma,Bungoma County
Kevin Luchivya Advocate,Bungoma,Bungoma County
Ocharo Kebira & Co. Advocates ,Bungoma,Bungoma County
Murunga Masibayi & Co. Advocates ,Bungoma,Bungoma County
Omundi Bw�onchiri Advocates ,Bungoma,Bungoma County
Miss Chembeni L. Adisa Advocate,Bungoma,Bungoma County
Onyando & Co. Advocates ,Bungoma,Bungoma County
P.l. Natwati & Co. Advocates ,Bungoma,Bungoma County
Paul Juma & Co. Advocates ,Bungoma,Bungoma County
Situma & Co. Advocates ,Bungoma,Bungoma County
Ambutsi & Co. Advocates ,Transnzoia,Transzoia County
Beatrice N Munialo Advocate ,Transnzoia,Transzoia County
Chebii Cherop & Co. Advocates ,Transnzoia,Transzoia County
David Ingosi Advocate,Transnzoia,Transzoia County
Gacathi & Co. Advocates ,Transnzoia,Transzoia County
John Bororio & Co. Advocates ,Transnzoia,Transzoia County
Kaosa & Company Advocates ,Transnzoia,Transzoia County
Katama Ngeywa & Co. Advocates ,Transnzoia,Transzoia County
Kiarie & Co. Advocates ,Transnzoia,Transzoia County
Aggrey L. Kidiavai Advocate,Transnzoia,Transzoia County
Ndegwa Waweru & Co. Advocates ,Transnzoia,Transzoia County
Okile & Company Advocates ,Transnzoia,Transzoia County
Onindo Onindo & Associates Advocates ,Transnzoia,Transzoia County
Richard E. Nyamu Advocate,Transnzoia,Transzoia County
Risper Arunga & Co. Advocates ,Transnzoia,Transzoia County
Sifuna & Sifuna Advocates ,Transnzoia,Transzoia County
Nicholas K. Tigogo Advocate,Transnzoia,Transzoia County
Robert K. Tigogo Advocate,Transnzoia,Transzoia County
Clare S. Wanyama Advocate,Transnzoia,Transzoia County
Janet M. Onyono Advocate,Transnzoia,Transzoia County
Bernard N. Ogari Advocate ,Kisii,Kisii County
Bernard K. Gichana Advocate,Kisii,Kisii County
Zipporah Kemunto Maroko Advocate,Kisii,Kisii County
J.o. Soire & Co. Advocates ,Kisii,Kisii County
Job Isaac Obure Advocate,Kisii,Kisii County
Makori & Co. Advocates ,Kisii,Kisii County
Mose Nyambega & Company Advocate,Kisii,Kisii County
Dennis M. Nyalundo Advocate,Kisii,Kisii County
Ouma Maurice Otieno Advocate ,Kisii,Kisii County
Ochoki & Company Advocates ,Kisii,Kisii County
Zablon Mokua & Co. Advocates ,Kisii,Kisii County
Cs Erick G. Omariba Advocate,Kisii,Kisii County
Oseko Onderi & Co. Advocates ,Kisii,Kisii County
Elijah Okemwa Advocate,Kisii,Kisii County
Samson Mauti Sagwe Advocate,Kisii,Kisii County
S.o Omwega & Co. Advocates ,Kisii,Kisii County
Timothy Okemwa Advocate,Kisii,Kisii County
Grace W. Kamuyu Advocate ,Kiambu,Kiambu County 
G.w. Wainaina & Company Advocates ,Kiambu,Kiambu County 
Jacinta Wakahora Advocate,Kiambu,Kiambu County 
Ian Malna Gachihi Advocate,Kiambu,Kiambu County 
A.k Macharia & Co. Advocates ,Kiambu,Kiambu County 
D.n.mburu & Co. Advocates ,Kiambu,Kiambu County 
Gatuhi Nderitu & Co. Advocates ,Kiambu,Kiambu County 
Grace W. Kamuyu Advocate ,Kiambu,Kiambu County 
Karago & Co. Advocates ,Kiambu,Kiambu County 
Ishmael & Co. Advocates ,Kiambu,Kiambu County 
Jessee Kariuki & Co. Advocates ,Kiambu,Kiambu County 
Kanvi Karuchi & Co. Advocates ,Kiambu,Kiambu County 
"Kiarie, Joshua & Co. Advocates ",Kiambu,Kiambu County 
Mugo Moses & Co. Advocates ,Kiambu,Kiambu County 
Muturi Njoroge & Co. Advocates ,Kiambu,Kiambu County 
Ndung�u Mwaura & Co. Advocates ,Kiambu,Kiambu County 
Mr. Joseph Kiprotich Koech Advocate,Bomet,Bomet County 
Nelson Cheruiyot Advocate,Bomet,Bomet County 
Tengekyon & Koske Co. Advocates ,Bomet,Bomet County 
Lenard Ndemo Ombachi Advocate,Bomet,Bomet County 
Bett & Co. Advocates ,Kericho,Kericho County 
Erick Korir Advocate,Kericho,Kericho County 
Geoffreyr Tele Advocate,Kericho,Kericho County 
Meroka J.o. Advocate ,Kericho,Kericho County 
Julius M Motanya Advocate,Kericho,Kericho County 
Tengekyon & Koske Co. Advocates ,Kericho,Kericho County 
Sila Munyao & Company Advocates ,Kericho,Kericho County 
